sample_id,subject_id,source,activity,original_label,canonical_label,sampling_rate_hz,window_seconds,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag,split_method,split
sisfall_D07_SE10_R03,sisfall_SE10,SisFall,D07,D07,normal_activity,50.0,2.5,1.0682,10.4753,1.5849,6.7e-05,0.000244,13.5258,2.48,0.0,subject_level_split,train
sisfall_D07_SE10_R04,sisfall_SE10,SisFall,D07,D07,normal_activity,50.0,2.5,1.0633,10.4279,1.4881,5.1e-05,0.000751,13.8816,2.0,0.0,subject_level_split,train
sisfall_D07_SE10_R05,sisfall_SE10,SisFall,D07,D07,normal_activity,50.0,2.5,1.0805,10.5959,1.5953,6.2e-05,9.2e-05,13.6748,2.5,0.0,subject_level_split,train
sisfall_D08_SE10_R01,sisfall_SE10,SisFall,D08,D08,normal_activity,50.0,2.5,1.864,18.2797,22.8166,0.040624,0.182624,13.1093,0.52,0.0,subject_level_split,train
sisfall_D08_SE10_R02,sisfall_SE10,SisFall,D08,D08,normal_activity,50.0,2.5,1.5548,15.2473,8.5918,0.013438,0.228128,13.277,0.44,0.0,subject_level_split,train
sisfall_D08_SE10_R03,sisfall_SE10,SisFall,D08,D08,normal_activity,50.0,2.5,1.061,10.405,1.2033,3.8e-05,0.000156,14.0728,0.02,0.0,subject_level_split,train
sisfall_D08_SE10_R04,sisfall_SE10,SisFall,D08,D08,normal_activity,50.0,2.5,1.6762,16.4382,12.5511,0.02955,0.25143,13.7529,0.38,0.0,subject_level_split,train
sisfall_D08_SE10_R05,sisfall_SE10,SisFall,D08,D08,normal_activity,50.0,2.5,1.8289,17.9354,15.3804,0.036295,0.235407,13.7201,0.88,0.0,subject_level_split,train
sisfall_D09_SE10_R01,sisfall_SE10,SisFall,D09,D09,normal_activity,50.0,2.5,1.073,10.5222,1.6769,0.000264,0.009562,13.8596,0.76,0.0,subject_level_split,train
sisfall_D09_SE10_R02,sisfall_SE10,SisFall,D09,D09,normal_activity,50.0,2.5,1.0692,10.4855,1.5808,0.000154,0.010064,14.2439,0.48,0.0,subject_level_split,train
sisfall_D09_SE10_R03,sisfall_SE10,SisFall,D09,D09,normal_activity,50.0,2.5,1.0896,10.685,3.8043,0.000215,0.003878,13.7437,1.88,0.0,subject_level_split,train
sisfall_D09_SE10_R04,sisfall_SE10,SisFall,D09,D09,normal_activity,50.0,2.5,1.0785,10.5762,2.3181,0.00019,0.011101,13.7906,1.62,0.0,subject_level_split,train
sisfall_D09_SE10_R05,sisfall_SE10,SisFall,D09,D09,normal_activity,50.0,2.5,1.0596,10.3907,1.4743,7.8e-05,0.006572,14.0388,1.26,0.0,subject_level_split,train
sisfall_D10_SE10_R01,sisfall_SE10,SisFall,D10,D10,normal_activity,50.0,2.5,1.3878,13.6094,7.5981,0.005583,0.31511,14.2249,0.4,0.0,subject_level_split,train
sisfall_D10_SE10_R02,sisfall_SE10,SisFall,D10,D10,normal_activity,50.0,2.5,1.0832,10.6223,5.0222,0.000454,0.078923,13.3208,1.48,0.0,subject_level_split,train
sisfall_D10_SE10_R03,sisfall_SE10,SisFall,D10,D10,normal_activity,50.0,2.5,1.0607,10.4019,1.445,6.5e-05,0.000134,12.5418,2.5,0.0,subject_level_split,train
sisfall_D10_SE10_R04,sisfall_SE10,SisFall,D10,D10,normal_activity,50.0,2.5,1.0597,10.3917,2.0774,0.00045,0.087662,13.4057,2.24,0.0,subject_level_split,train
sisfall_D10_SE10_R05,sisfall_SE10,SisFall,D10,D10,normal_activity,50.0,2.5,1.4577,14.2956,12.9254,0.01009,0.375001,14.0728,0.2,0.0,subject_level_split,train
sisfall_D11_SE10_R01,sisfall_SE10,SisFall,D11,D11,normal_activity,50.0,2.5,3.484,34.1661,94.132,0.094863,1.538559,13.8022,0.86,1.0,subject_level_split,train
sisfall_D11_SE10_R02,sisfall_SE10,SisFall,D11,D11,normal_activity,50.0,2.5,1.2056,11.8231,10.3662,0.001589,0.665985,12.8982,2.48,0.0,subject_level_split,train
sisfall_D11_SE10_R03,sisfall_SE10,SisFall,D11,D11,normal_activity,50.0,2.5,2.3935,23.472,45.613,0.049787,1.424513,13.5675,1.14,0.0,subject_level_split,train
sisfall_D11_SE10_R04,sisfall_SE10,SisFall,D11,D11,normal_activity,50.0,2.5,2.7638,27.1032,49.2673,0.056659,1.597872,13.4563,0.48,0.0,subject_level_split,train
sisfall_D11_SE10_R05,sisfall_SE10,SisFall,D11,D11,normal_activity,50.0,2.5,2.1011,20.6047,41.3459,0.034433,0.502601,13.5862,2.24,0.0,subject_level_split,train
sisfall_D12_SE10_R01,sisfall_SE10,SisFall,D12,D12,normal_activity,50.0,2.5,1.0981,10.7683,4.0649,0.000342,0.037705,14.7167,2.48,0.0,subject_level_split,train
sisfall_D12_SE10_R02,sisfall_SE10,SisFall,D12,D12,normal_activity,50.0,2.5,1.0698,10.4916,2.0543,0.000246,0.023167,13.2871,2.16,0.0,subject_level_split,train
sisfall_D12_SE10_R03,sisfall_SE10,SisFall,D12,D12,normal_activity,50.0,2.5,1.1978,11.7466,5.2886,0.001674,0.093413,12.057,1.24,0.0,subject_level_split,train
sisfall_D12_SE10_R04,sisfall_SE10,SisFall,D12,D12,normal_activity,50.0,2.5,1.0742,10.5346,2.9841,0.000237,0.008826,14.5249,0.18,0.0,subject_level_split,train
sisfall_D12_SE10_R05,sisfall_SE10,SisFall,D12,D12,normal_activity,50.0,2.5,1.1054,10.8404,3.5884,0.000497,0.052429,13.7676,2.1,0.0,subject_level_split,train
sisfall_D14_SE10_R01,sisfall_SE10,SisFall,D14,D14,normal_activity,50.0,2.5,1.5005,14.7148,13.5655,0.013313,0.483649,12.4471,2.06,0.0,subject_level_split,train
sisfall_D14_SE10_R02,sisfall_SE10,SisFall,D14,D14,normal_activity,50.0,2.5,1.2255,12.018,10.3256,0.007208,0.218319,11.6429,2.1,0.0,subject_level_split,train
sisfall_D14_SE10_R03,sisfall_SE10,SisFall,D14,D14,normal_activity,50.0,2.5,1.3155,12.9004,12.2305,0.009915,0.423695,12.2807,2.04,0.0,subject_level_split,train
sisfall_D14_SE10_R04,sisfall_SE10,SisFall,D14,D14,normal_activity,50.0,2.5,1.0717,10.5097,3.3006,0.000604,0.133175,11.5378,1.86,0.0,subject_level_split,train
sisfall_D14_SE10_R05,sisfall_SE10,SisFall,D14,D14,normal_activity,50.0,2.5,1.5448,15.1496,24.7755,0.024343,0.311489,12.5197,1.2,0.0,subject_level_split,train
sisfall_D15_SE10_R01,sisfall_SE10,SisFall,D15,D15,normal_activity,50.0,2.5,1.031,10.1104,1.3083,8e-05,0.000699,13.1014,0.06,0.0,subject_level_split,train
sisfall_D15_SE10_R02,sisfall_SE10,SisFall,D15,D15,normal_activity,50.0,2.5,1.2344,12.1052,3.1457,0.003257,0.163504,12.6448,1.36,0.0,subject_level_split,train
sisfall_D15_SE10_R03,sisfall_SE10,SisFall,D15,D15,normal_activity,50.0,2.5,1.2551,12.3085,3.4619,0.003057,0.097369,13.6971,0.66,0.0,subject_level_split,train
sisfall_D15_SE10_R04,sisfall_SE10,SisFall,D15,D15,normal_activity,50.0,2.5,1.1708,11.482,2.5765,0.001204,0.004976,14.0554,2.5,0.0,subject_level_split,train
sisfall_D15_SE10_R05,sisfall_SE10,SisFall,D15,D15,normal_activity,50.0,2.5,1.2456,12.2155,2.8325,0.002139,0.030493,13.2163,0.04,0.0,subject_level_split,train
sisfall_D16_SE10_R01,sisfall_SE10,SisFall,D16,D16,normal_activity,50.0,2.5,0.9721,9.533,1.3083,5.8e-05,0.000232,13.3269,0.96,0.0,subject_level_split,train
sisfall_D16_SE10_R02,sisfall_SE10,SisFall,D16,D16,normal_activity,50.0,2.5,1.0268,10.0696,1.5802,0.000283,0.048895,14.2285,0.58,0.0,subject_level_split,train
sisfall_D16_SE10_R03,sisfall_SE10,SisFall,D16,D16,normal_activity,50.0,2.5,0.9904,9.7127,1.7181,0.000205,0.02201,13.5439,0.14,0.0,subject_level_split,train
sisfall_D16_SE10_R04,sisfall_SE10,SisFall,D16,D16,normal_activity,50.0,2.5,1.0639,10.4329,4.0756,0.000856,0.275507,13.3726,2.08,0.0,subject_level_split,train
sisfall_D16_SE10_R05,sisfall_SE10,SisFall,D16,D16,normal_activity,50.0,2.5,0.9861,9.6707,2.691,0.000168,0.002478,13.7174,0.62,0.0,subject_level_split,train
sisfall_D17_SE10_R01,sisfall_SE10,SisFall,D17,D17,normal_activity,50.0,2.5,1.0866,10.6556,1.4211,0.000112,0.003584,14.2196,2.32,0.0,subject_level_split,train
sisfall_D17_SE10_R02,sisfall_SE10,SisFall,D17,D17,normal_activity,50.0,2.5,1.0773,10.5647,1.7939,0.000102,0.000146,14.0474,1.06,0.0,subject_level_split,train
sisfall_D17_SE10_R03,sisfall_SE10,SisFall,D17,D17,normal_activity,50.0,2.5,1.1069,10.8546,3.0154,0.000109,0.000366,14.0263,1.94,0.0,subject_level_split,train
sisfall_D17_SE10_R04,sisfall_SE10,SisFall,D17,D17,normal_activity,50.0,2.5,1.0653,10.4468,2.0373,0.000117,0.008232,13.3481,2.28,0.0,subject_level_split,train
sisfall_D17_SE10_R05,sisfall_SE10,SisFall,D17,D17,normal_activity,50.0,2.5,1.1629,11.4043,5.7153,0.000878,0.216849,13.4081,1.98,0.0,subject_level_split,train
sisfall_D01_SE11_R01,sisfall_SE11,SisFall,D01,D01,normal_activity,50.0,2.5,1.8478,18.1207,24.3299,0.037845,0.231231,14.7746,0.6,0.0,subject_level_split,train
sisfall_D02_SE11_R01,sisfall_SE11,SisFall,D02,D02,normal_activity,50.0,2.5,2.6978,26.4566,66.9332,0.230253,0.325482,15.9389,0.44,0.0,subject_level_split,train
sisfall_D03_SE11_R01,sisfall_SE11,SisFall,D03,D03,normal_activity,50.0,2.5,3.0375,29.7875,81.4781,0.503645,1.255373,17.3593,0.46,1.0,subject_level_split,train
sisfall_D04_SE11_R01,sisfall_SE11,SisFall,D04,D04,normal_activity,50.0,2.5,4.1711,40.9044,88.5675,0.730429,2.103017,20.0065,1.1,1.0,subject_level_split,train
sisfall_D05_SE11_R01,sisfall_SE11,SisFall,D05,D05,normal_activity,50.0,2.5,2.0325,19.9319,24.2197,0.046862,0.208123,14.1602,0.56,0.0,subject_level_split,train
sisfall_D05_SE11_R02,sisfall_SE11,SisFall,D05,D05,normal_activity,50.0,2.5,2.1409,20.9955,31.4705,0.110561,0.227521,13.8415,1.04,0.0,subject_level_split,train
sisfall_D05_SE11_R03,sisfall_SE11,SisFall,D05,D05,normal_activity,50.0,2.5,2.1281,20.8696,22.812,0.073287,0.1863,14.3116,0.02,0.0,subject_level_split,train
sisfall_D05_SE11_R04,sisfall_SE11,SisFall,D05,D05,normal_activity,50.0,2.5,2.1457,21.0424,31.6562,0.074536,0.182919,13.714,0.24,0.0,subject_level_split,train
sisfall_D05_SE11_R05,sisfall_SE11,SisFall,D05,D05,normal_activity,50.0,2.5,2.1395,20.9809,25.5904,0.081041,0.217704,13.767,0.88,0.0,subject_level_split,train
sisfall_D07_SE11_R01,sisfall_SE11,SisFall,D07,D07,normal_activity,50.0,2.5,1.0774,10.5654,2.3788,0.00014,0.000474,11.2495,2.06,0.0,subject_level_split,train
sisfall_D07_SE11_R02,sisfall_SE11,SisFall,D07,D07,normal_activity,50.0,2.5,1.1716,11.4897,1.9516,0.000772,0.152988,12.251,0.08,0.0,subject_level_split,train
sisfall_D07_SE11_R03,sisfall_SE11,SisFall,D07,D07,normal_activity,50.0,2.5,1.0573,10.3687,1.6335,7.9e-05,0.000207,11.8976,2.48,0.0,subject_level_split,train
sisfall_D07_SE11_R04,sisfall_SE11,SisFall,D07,D07,normal_activity,50.0,2.5,1.0762,10.554,1.6389,0.000122,0.102943,11.6549,0.04,0.0,subject_level_split,train
sisfall_D07_SE11_R05,sisfall_SE11,SisFall,D07,D07,normal_activity,50.0,2.5,1.0527,10.3231,1.3941,6.7e-05,0.00846,10.9356,1.2,0.0,subject_level_split,train
sisfall_D08_SE11_R01,sisfall_SE11,SisFall,D08,D08,normal_activity,50.0,2.5,1.0573,10.3689,1.5674,0.0001,0.007164,11.4149,1.02,0.0,subject_level_split,train
sisfall_D08_SE11_R02,sisfall_SE11,SisFall,D08,D08,normal_activity,50.0,2.5,2.0749,20.3478,21.4089,0.018298,0.413261,12.6815,0.0,0.0,subject_level_split,train
sisfall_D08_SE11_R03,sisfall_SE11,SisFall,D08,D08,normal_activity,50.0,2.5,1.2717,12.4706,12.0952,0.000628,0.040609,12.1547,0.02,0.0,subject_level_split,train
sisfall_D08_SE11_R04,sisfall_SE11,SisFall,D08,D08,normal_activity,50.0,2.5,2.0006,19.6194,18.3701,0.024557,0.591508,12.3003,0.08,0.0,subject_level_split,train
sisfall_D08_SE11_R05,sisfall_SE11,SisFall,D08,D08,normal_activity,50.0,2.5,1.0629,10.4231,1.6434,5.7e-05,2.1e-05,11.5366,1.5,0.0,subject_level_split,train
sisfall_D09_SE11_R01,sisfall_SE11,SisFall,D09,D09,normal_activity,50.0,2.5,1.0652,10.4464,2.5756,6.6e-05,0.000182,13.3609,0.84,0.0,subject_level_split,train
sisfall_D09_SE11_R02,sisfall_SE11,SisFall,D09,D09,normal_activity,50.0,2.5,1.0786,10.577,3.3924,8.4e-05,0.00018,12.9043,0.14,0.0,subject_level_split,train
sisfall_D09_SE11_R03,sisfall_SE11,SisFall,D09,D09,normal_activity,50.0,2.5,1.2093,11.8588,4.4514,0.001858,0.175878,12.798,0.0,0.0,subject_level_split,train
sisfall_D09_SE11_R04,sisfall_SE11,SisFall,D09,D09,normal_activity,50.0,2.5,1.1199,10.9829,2.9228,0.000298,0.042812,13.3349,2.5,0.0,subject_level_split,train
sisfall_D09_SE11_R05,sisfall_SE11,SisFall,D09,D09,normal_activity,50.0,2.5,1.069,10.4837,1.8615,0.000102,0.008869,12.9984,2.44,0.0,subject_level_split,train
sisfall_D10_SE11_R01,sisfall_SE11,SisFall,D10,D10,normal_activity,50.0,2.5,1.8245,17.8926,12.2616,0.01868,0.493946,13.5589,0.0,0.0,subject_level_split,train
sisfall_D10_SE11_R02,sisfall_SE11,SisFall,D10,D10,normal_activity,50.0,2.5,1.0635,10.4294,1.4803,5.7e-05,0.000177,13.2227,1.96,0.0,subject_level_split,train
sisfall_D10_SE11_R03,sisfall_SE11,SisFall,D10,D10,normal_activity,50.0,2.5,1.0636,10.4303,1.3205,3.6e-05,0.000207,12.9163,2.48,0.0,subject_level_split,train
sisfall_D10_SE11_R04,sisfall_SE11,SisFall,D10,D10,normal_activity,50.0,2.5,1.0817,10.6081,2.5162,5.9e-05,8.2e-05,12.7315,0.68,0.0,subject_level_split,train
sisfall_D10_SE11_R05,sisfall_SE11,SisFall,D10,D10,normal_activity,50.0,2.5,1.4492,14.2116,9.6605,0.002542,0.289075,12.9963,0.0,0.0,subject_level_split,train
sisfall_D11_SE11_R01,sisfall_SE11,SisFall,D11,D11,normal_activity,50.0,2.5,3.3181,32.5393,77.729,0.080806,0.733589,13.1952,0.0,1.0,subject_level_split,train
sisfall_D11_SE11_R02,sisfall_SE11,SisFall,D11,D11,normal_activity,50.0,2.5,1.544,15.1413,12.8967,0.012507,0.411713,12.5574,1.4,0.0,subject_level_split,train
sisfall_D11_SE11_R03,sisfall_SE11,SisFall,D11,D11,normal_activity,50.0,2.5,2.6891,26.3715,47.4187,0.059255,1.221015,12.6199,0.84,0.0,subject_level_split,train
sisfall_D11_SE11_R04,sisfall_SE11,SisFall,D11,D11,normal_activity,50.0,2.5,2.4324,23.8534,55.682,0.064901,1.249991,12.4263,1.14,0.0,subject_level_split,train
sisfall_D11_SE11_R05,sisfall_SE11,SisFall,D11,D11,normal_activity,50.0,2.5,2.8927,28.3677,58.7858,0.065223,1.106738,11.6472,1.94,0.0,subject_level_split,train
sisfall_D12_SE11_R01,sisfall_SE11,SisFall,D12,D12,normal_activity,50.0,2.5,1.0396,10.1946,1.1794,5.4e-05,0.001775,12.9203,0.12,0.0,subject_level_split,train
sisfall_D12_SE11_R02,sisfall_SE11,SisFall,D12,D12,normal_activity,50.0,2.5,1.0781,10.5721,3.4204,0.001118,0.012224,13.4066,2.02,0.0,subject_level_split,train
sisfall_D12_SE11_R03,sisfall_SE11,SisFall,D12,D12,normal_activity,50.0,2.5,1.0632,10.4261,5.2328,0.000395,0.007311,12.8792,2.16,0.0,subject_level_split,train
sisfall_D12_SE11_R04,sisfall_SE11,SisFall,D12,D12,normal_activity,50.0,2.5,1.0709,10.5019,2.8441,0.000439,0.033478,13.3539,0.72,0.0,subject_level_split,train
sisfall_D12_SE11_R05,sisfall_SE11,SisFall,D12,D12,normal_activity,50.0,2.5,1.0576,10.3717,2.5851,7e-05,0.001068,13.6539,0.14,0.0,subject_level_split,train
sisfall_D14_SE11_R01,sisfall_SE11,SisFall,D14,D14,normal_activity,50.0,2.5,1.0665,10.4586,2.813,0.000217,0.015945,11.581,2.12,0.0,subject_level_split,train
sisfall_D14_SE11_R02,sisfall_SE11,SisFall,D14,D14,normal_activity,50.0,2.5,1.0451,10.2492,1.5943,0.000168,0.00754,11.4064,2.34,0.0,subject_level_split,train
sisfall_D14_SE11_R03,sisfall_SE11,SisFall,D14,D14,normal_activity,50.0,2.5,1.5809,15.5031,22.7661,0.012199,0.601531,11.8388,1.98,0.0,subject_level_split,train
sisfall_D14_SE11_R04,sisfall_SE11,SisFall,D14,D14,normal_activity,50.0,2.5,1.3741,13.4755,15.1986,0.013831,0.714842,11.7471,2.04,0.0,subject_level_split,train
sisfall_D14_SE11_R05,sisfall_SE11,SisFall,D14,D14,normal_activity,50.0,2.5,1.0524,10.3205,3.537,0.000216,0.002582,11.3028,1.44,0.0,subject_level_split,train
sisfall_D15_SE11_R01,sisfall_SE11,SisFall,D15,D15,normal_activity,50.0,2.5,1.1997,11.7653,3.9881,0.00748,0.073769,14.3839,1.8,0.0,subject_level_split,train
sisfall_D15_SE11_R02,sisfall_SE11,SisFall,D15,D15,normal_activity,50.0,2.5,1.1845,11.6157,4.6016,0.003326,0.073338,15.0134,0.6,0.0,subject_level_split,train
sisfall_D15_SE11_R03,sisfall_SE11,SisFall,D15,D15,normal_activity,50.0,2.5,1.1452,11.2306,4.7073,0.000619,0.002662,14.8145,0.02,0.0,subject_level_split,train
sisfall_D15_SE11_R04,sisfall_SE11,SisFall,D15,D15,normal_activity,50.0,2.5,1.0446,10.2439,3.6076,0.00018,0.001212,14.866,0.12,0.0,subject_level_split,train
sisfall_D15_SE11_R05,sisfall_SE11,SisFall,D15,D15,normal_activity,50.0,2.5,1.0552,10.3479,1.8859,0.000274,0.00198,14.6006,1.5,0.0,subject_level_split,train
sisfall_D16_SE11_R01,sisfall_SE11,SisFall,D16,D16,normal_activity,50.0,2.5,1.0909,10.6977,3.5505,0.0004,0.00078,13.5745,0.02,0.0,subject_level_split,train
sisfall_D16_SE11_R02,sisfall_SE11,SisFall,D16,D16,normal_activity,50.0,2.5,1.025,10.0522,1.9374,0.000103,0.000206,13.5246,0.04,0.0,subject_level_split,train
sisfall_D16_SE11_R03,sisfall_SE11,SisFall,D16,D16,normal_activity,50.0,2.5,1.0349,10.1486,2.2679,0.000155,0.001459,13.6469,2.12,0.0,subject_level_split,train
sisfall_D16_SE11_R04,sisfall_SE11,SisFall,D16,D16,normal_activity,50.0,2.5,1.0329,10.1292,2.3606,0.000174,0.001032,13.6469,2.36,0.0,subject_level_split,train
sisfall_D16_SE11_R05,sisfall_SE11,SisFall,D16,D16,normal_activity,50.0,2.5,1.0533,10.3295,3.641,0.0004,0.005587,13.7051,2.38,0.0,subject_level_split,train
sisfall_D17_SE11_R01,sisfall_SE11,SisFall,D17,D17,normal_activity,50.0,2.5,1.0721,10.5136,1.6035,5.1e-05,5.1e-05,13.9935,0.54,0.0,subject_level_split,train
sisfall_D17_SE11_R02,sisfall_SE11,SisFall,D17,D17,normal_activity,50.0,2.5,1.087,10.6594,1.8331,6.3e-05,4.3e-05,14.4869,2.32,0.0,subject_level_split,train
sisfall_D17_SE11_R03,sisfall_SE11,SisFall,D17,D17,normal_activity,50.0,2.5,1.0709,10.5024,1.5732,4.7e-05,1.8e-05,13.9395,2.24,0.0,subject_level_split,train
sisfall_D17_SE11_R04,sisfall_SE11,SisFall,D17,D17,normal_activity,50.0,2.5,1.0622,10.4165,1.2979,4.6e-05,4e-05,14.4213,2.1,0.0,subject_level_split,train
sisfall_D17_SE11_R05,sisfall_SE11,SisFall,D17,D17,normal_activity,50.0,2.5,1.0674,10.4676,1.6554,5.7e-05,1.9e-05,14.3392,2.48,0.0,subject_level_split,train
sisfall_D01_SE12_R01,sisfall_SE12,SisFall,D01,D01,normal_activity,50.0,2.5,1.8471,18.1143,21.3528,0.083666,0.104429,14.0707,0.0,0.0,subject_level_split,val
sisfall_D02_SE12_R01,sisfall_SE12,SisFall,D02,D02,normal_activity,50.0,2.5,2.2106,21.6783,41.4865,0.344486,0.207277,13.817,0.66,0.0,subject_level_split,val
sisfall_D03_SE12_R01,sisfall_SE12,SisFall,D03,D03,normal_activity,50.0,2.5,3.2014,31.3947,67.9358,0.503102,0.460433,14.0076,0.7,1.0,subject_level_split,val
sisfall_D04_SE12_R01,sisfall_SE12,SisFall,D04,D04,normal_activity,50.0,2.5,3.9587,38.8213,108.3708,1.040344,1.01929,17.2021,0.62,1.0,subject_level_split,val
sisfall_D05_SE12_R01,sisfall_SE12,SisFall,D05,D05,normal_activity,50.0,2.5,2.4396,23.9244,32.7928,0.069667,0.33569,13.4765,0.36,0.0,subject_level_split,val
sisfall_D05_SE12_R02,sisfall_SE12,SisFall,D05,D05,normal_activity,50.0,2.5,2.9768,29.1923,42.3963,0.09761,0.152112,12.4805,1.14,0.0,subject_level_split,val
sisfall_D05_SE12_R03,sisfall_SE12,SisFall,D05,D05,normal_activity,50.0,2.5,1.9945,19.5598,22.1637,0.029567,0.094838,12.8676,0.26,0.0,subject_level_split,val
sisfall_D05_SE12_R04,sisfall_SE12,SisFall,D05,D05,normal_activity,50.0,2.5,2.4376,23.9045,35.9008,0.084496,0.143682,12.8271,0.02,0.0,subject_level_split,val
sisfall_D05_SE12_R05,sisfall_SE12,SisFall,D05,D05,normal_activity,50.0,2.5,1.2783,12.5358,9.837,0.003404,0.060596,12.76,0.22,0.0,subject_level_split,val
sisfall_D07_SE12_R01,sisfall_SE12,SisFall,D07,D07,normal_activity,50.0,2.5,1.0436,10.2338,2.177,0.000184,0.032221,10.3748,2.5,0.0,subject_level_split,val
sisfall_D07_SE12_R02,sisfall_SE12,SisFall,D07,D07,normal_activity,50.0,2.5,1.0173,9.9764,1.6359,6.7e-05,0.000631,10.5146,1.86,0.0,subject_level_split,val
sisfall_D07_SE12_R03,sisfall_SE12,SisFall,D07,D07,normal_activity,50.0,2.5,1.1279,11.0608,2.6539,0.001739,0.139096,12.0925,2.02,0.0,subject_level_split,val
sisfall_D07_SE12_R04,sisfall_SE12,SisFall,D07,D07,normal_activity,50.0,2.5,1.1338,11.1192,2.3503,0.001113,0.124077,11.8906,2.5,0.0,subject_level_split,val
sisfall_D07_SE12_R05,sisfall_SE12,SisFall,D07,D07,normal_activity,50.0,2.5,1.026,10.0617,2.1906,0.000137,0.006717,11.8464,1.4,0.0,subject_level_split,val
sisfall_D08_SE12_R01,sisfall_SE12,SisFall,D08,D08,normal_activity,50.0,2.5,2.0042,19.6544,22.2479,0.031431,0.23393,13.3481,0.04,0.0,subject_level_split,val
sisfall_D08_SE12_R02,sisfall_SE12,SisFall,D08,D08,normal_activity,50.0,2.5,1.086,10.65,4.4402,0.000392,0.01067,13.2099,0.1,0.0,subject_level_split,val
sisfall_D08_SE12_R03,sisfall_SE12,SisFall,D08,D08,normal_activity,50.0,2.5,1.0301,10.1022,1.4637,5.5e-05,5e-05,13.1265,2.3,0.0,subject_level_split,val
sisfall_D08_SE12_R04,sisfall_SE12,SisFall,D08,D08,normal_activity,50.0,2.5,2.0543,20.1459,25.2156,0.039222,0.382186,13.2549,0.38,0.0,subject_level_split,val
sisfall_D08_SE12_R05,sisfall_SE12,SisFall,D08,D08,normal_activity,50.0,2.5,1.0289,10.0905,1.3994,5.4e-05,8.7e-05,13.0756,1.56,0.0,subject_level_split,val
sisfall_D09_SE12_R01,sisfall_SE12,SisFall,D09,D09,normal_activity,50.0,2.5,1.3331,13.0732,8.6721,0.00523,0.154033,11.4447,0.0,0.0,subject_level_split,val
sisfall_D09_SE12_R02,sisfall_SE12,SisFall,D09,D09,normal_activity,50.0,2.5,1.3445,13.1854,7.557,0.002273,0.102717,10.791,0.0,0.0,subject_level_split,val
sisfall_D09_SE12_R03,sisfall_SE12,SisFall,D09,D09,normal_activity,50.0,2.5,1.0444,10.2422,2.9513,7.2e-05,0.00018,10.3583,2.12,0.0,subject_level_split,val
sisfall_D09_SE12_R04,sisfall_SE12,SisFall,D09,D09,normal_activity,50.0,2.5,2.0122,19.7328,38.4985,0.023294,0.114639,11.703,1.82,0.0,subject_level_split,val
sisfall_D09_SE12_R05,sisfall_SE12,SisFall,D09,D09,normal_activity,50.0,2.5,1.0242,10.0436,2.3707,0.000191,0.001395,10.4196,2.24,0.0,subject_level_split,val
sisfall_D10_SE12_R01,sisfall_SE12,SisFall,D10,D10,normal_activity,50.0,2.5,1.1856,11.6269,12.1035,0.001984,0.091984,10.5397,0.38,0.0,subject_level_split,val
sisfall_D10_SE12_R02,sisfall_SE12,SisFall,D10,D10,normal_activity,50.0,2.5,1.0186,9.9893,1.6003,6.6e-05,0.000133,10.5437,2.32,0.0,subject_level_split,val
sisfall_D10_SE12_R03,sisfall_SE12,SisFall,D10,D10,normal_activity,50.0,2.5,1.0293,10.0937,2.247,0.0001,0.002377,10.8265,2.0,0.0,subject_level_split,val
sisfall_D10_SE12_R04,sisfall_SE12,SisFall,D10,D10,normal_activity,50.0,2.5,1.0356,10.1554,1.9011,7.4e-05,0.000213,10.5801,0.04,0.0,subject_level_split,val
sisfall_D10_SE12_R05,sisfall_SE12,SisFall,D10,D10,normal_activity,50.0,2.5,1.0951,10.7395,11.6704,0.001502,0.143659,10.9479,0.1,0.0,subject_level_split,val
sisfall_D11_SE12_R01,sisfall_SE12,SisFall,D11,D11,normal_activity,50.0,2.5,2.9303,28.7368,81.1358,0.088145,0.475732,12.494,1.6,0.0,subject_level_split,val
sisfall_D11_SE12_R02,sisfall_SE12,SisFall,D11,D11,normal_activity,50.0,2.5,2.7098,26.5743,69.8436,0.094418,0.5838,12.2917,1.56,0.0,subject_level_split,val
sisfall_D11_SE12_R03,sisfall_SE12,SisFall,D11,D11,normal_activity,50.0,2.5,2.2753,22.3135,45.0841,0.075879,0.602404,13.2522,1.02,0.0,subject_level_split,val
sisfall_D11_SE12_R04,sisfall_SE12,SisFall,D11,D11,normal_activity,50.0,2.5,3.6668,35.9591,93.0794,0.160954,0.988176,13.4216,1.02,1.0,subject_level_split,val
sisfall_D11_SE12_R05,sisfall_SE12,SisFall,D11,D11,normal_activity,50.0,2.5,4.5874,44.9874,106.4731,0.23826,1.063728,13.5295,1.0,1.0,subject_level_split,val
sisfall_D12_SE12_R01,sisfall_SE12,SisFall,D12,D12,normal_activity,50.0,2.5,1.0747,10.5395,5.1535,0.000245,0.000949,13.1219,1.52,0.0,subject_level_split,val
sisfall_D12_SE12_R02,sisfall_SE12,SisFall,D12,D12,normal_activity,50.0,2.5,1.1902,11.6718,5.7185,0.002116,0.268544,13.3355,1.16,0.0,subject_level_split,val
sisfall_D12_SE12_R03,sisfall_SE12,SisFall,D12,D12,normal_activity,50.0,2.5,1.0289,10.0897,2.0775,7.4e-05,0.000963,13.9454,1.02,0.0,subject_level_split,val
