sample_id,split,subject_id,dest_image,dest_label,source_dataset,source_path,provenance,pixel_sha256,n_boxes,class_ids
wound_azh_patches_a6b1cdaffb86a40b03c1abf87078576b_0,train,azh:a6b1cdaffb86a40b03c1abf87078576b,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a6b1cdaffb86a40b03c1abf87078576b_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a6b1cdaffb86a40b03c1abf87078576b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a6b1cdaffb86a40b03c1abf87078576b_0.png,PUBLIC_REAL_PHOTOS,3cddf12814c68884425730d18b5e60ceb113912cdbd6f69e3bb403999beaa6e9,1,2
wound_azh_patches_a6e5c0ce5098696593665baff9078e24_0,test,azh:a6e5c0ce5098696593665baff9078e24,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_a6e5c0ce5098696593665baff9078e24_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_a6e5c0ce5098696593665baff9078e24_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a6e5c0ce5098696593665baff9078e24_0.png,PUBLIC_REAL_PHOTOS,e190b79c9b7bcd80bf22f5085bf75a63d1ca119e48245d7d16b6679310565596,1,2
wound_azh_patches_a6e5c0ce5098696593665baff9078e24_1,test,azh:a6e5c0ce5098696593665baff9078e24,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_a6e5c0ce5098696593665baff9078e24_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_a6e5c0ce5098696593665baff9078e24_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/a6e5c0ce5098696593665baff9078e24_1.png,PUBLIC_REAL_PHOTOS,0c76c0746f2206b53284cc1b42cd3663debb70cf179b43b053015185dada3648,1,2
wound_azh_patches_a77c969895b566672fccaad9ed45037f_0,train,azh:a77c969895b566672fccaad9ed45037f,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a77c969895b566672fccaad9ed45037f_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a77c969895b566672fccaad9ed45037f_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a77c969895b566672fccaad9ed45037f_0.png,PUBLIC_REAL_PHOTOS,d6d1edec34b443dea2a12fae2c948ce9806e98e20444bba380ff47f96e92552a,1,2
wound_azh_patches_a7e38283944192cb3c85a628a9222962_0,train,azh:a7e38283944192cb3c85a628a9222962,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a7e38283944192cb3c85a628a9222962_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a7e38283944192cb3c85a628a9222962_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a7e38283944192cb3c85a628a9222962_0.png,PUBLIC_REAL_PHOTOS,df8e1ac06544de40d2519f4176b87dcf7c23ef00defba6160de9870224805024,1,2
wound_azh_patches_a82a5d09b8ae787414295a2109688304_0,train,azh:a82a5d09b8ae787414295a2109688304,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a82a5d09b8ae787414295a2109688304_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a82a5d09b8ae787414295a2109688304_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a82a5d09b8ae787414295a2109688304_0.png,PUBLIC_REAL_PHOTOS,6dfc3566ba402b1e786f6d7a1fcf07656b902ba7395b1b5f840fd0608736bf1a,1,2
wound_azh_patches_a87e022359340a7a46b849c473fe12ef_0,train,azh:a87e022359340a7a46b849c473fe12ef,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a87e022359340a7a46b849c473fe12ef_0.png,PUBLIC_REAL_PHOTOS,4591ab237d5e9385931d404bfdbc416377551c778d45bbd58088d174c36764e2,1,2
wound_azh_patches_a87e022359340a7a46b849c473fe12ef_1,train,azh:a87e022359340a7a46b849c473fe12ef,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/a87e022359340a7a46b849c473fe12ef_1.png,PUBLIC_REAL_PHOTOS,d7d9a376d01e75c28a882864e8fa1115ed27f5ead4faf258e0fdf79c73de5c9a,1,2
wound_azh_patches_a87e022359340a7a46b849c473fe12ef_2,train,azh:a87e022359340a7a46b849c473fe12ef,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_2.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a87e022359340a7a46b849c473fe12ef_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/a87e022359340a7a46b849c473fe12ef_2.png,PUBLIC_REAL_PHOTOS,4fa3782ce556ebe8a59cfb54b58c63a218fed335ece8f7f06f31e5e3fba8fafc,1,2
wound_azh_patches_a8c4b8d932aadca9656d64981167e13a_0,train,azh:a8c4b8d932aadca9656d64981167e13a,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a8c4b8d932aadca9656d64981167e13a_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a8c4b8d932aadca9656d64981167e13a_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a8c4b8d932aadca9656d64981167e13a_0.png,PUBLIC_REAL_PHOTOS,c96e2119b75084598522a07ec47ed11111cc6d6e21e88b538281b646dc22ef4a,1,2
wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_0,train,azh:a9359659e9c8cb5a59429e057979b52f,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9359659e9c8cb5a59429e057979b52f_0.png,PUBLIC_REAL_PHOTOS,931ef7ffa60a729778736845386f9e95f727d700fdba6b36659dd56852a6237d,1,2
wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_1,train,azh:a9359659e9c8cb5a59429e057979b52f,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9359659e9c8cb5a59429e057979b52f_1.png,PUBLIC_REAL_PHOTOS,50c4eae011a627a08791104fa207d76f12f3d361845d43b41ab1a9647dfcaf5c,1,2
wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_2,train,azh:a9359659e9c8cb5a59429e057979b52f,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_2.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9359659e9c8cb5a59429e057979b52f_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9359659e9c8cb5a59429e057979b52f_2.png,PUBLIC_REAL_PHOTOS,e7326c13d88b53cea0b4d16c3b96469fca2d1491d465d7cb9883e80e1a11bdf8,1,2
wound_azh_patches_a936e3e598229d7d4931fd9f1dbafdf1_2,train,azh:a936e3e598229d7d4931fd9f1dbafdf1,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a936e3e598229d7d4931fd9f1dbafdf1_2.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a936e3e598229d7d4931fd9f1dbafdf1_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/a936e3e598229d7d4931fd9f1dbafdf1_2.png,PUBLIC_REAL_PHOTOS,a74913041ee06cc9e4bb1b44d3056147f6853e68655c7be50f7178dfaa266239,1,2
wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_1,train,azh:a9b68c0cbf21fa8943ae56caac8c2742,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9b68c0cbf21fa8943ae56caac8c2742_1.png,PUBLIC_REAL_PHOTOS,8ede08775b3a2a889f84eecd168077d7370a30006d4f545032f0ffe7a9ac6817,1,2
wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_2,train,azh:a9b68c0cbf21fa8943ae56caac8c2742,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_2.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9b68c0cbf21fa8943ae56caac8c2742_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9b68c0cbf21fa8943ae56caac8c2742_2.png,PUBLIC_REAL_PHOTOS,fe29a1b819d69fa6f5d326b501a3db814803a154b2bc4ac3b3ceb812ca7c71f4,1,2
wound_azh_patches_a9b83f354ab887edc10ddb9ef19cc5d9_0,train,azh:a9b83f354ab887edc10ddb9ef19cc5d9,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9b83f354ab887edc10ddb9ef19cc5d9_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9b83f354ab887edc10ddb9ef19cc5d9_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9b83f354ab887edc10ddb9ef19cc5d9_0.png,PUBLIC_REAL_PHOTOS,e642329ef4a216dcf7ab52575f0b2ab096c8c0792e0e929cfb9d800b8fc88e9f,1,2
wound_azh_patches_a9ed237a35d81537da88c9446fb19838_0,train,azh:a9ed237a35d81537da88c9446fb19838,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_a9ed237a35d81537da88c9446fb19838_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_a9ed237a35d81537da88c9446fb19838_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/a9ed237a35d81537da88c9446fb19838_0.png,PUBLIC_REAL_PHOTOS,c75e7076ab4b282d104a414fa237d88096562fb1655cdcea68961c33c6661c89,1,2
wound_azh_patches_aa1806d15dab8c388a51ee442c5b0276_0,train,azh:aa1806d15dab8c388a51ee442c5b0276,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_aa1806d15dab8c388a51ee442c5b0276_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_aa1806d15dab8c388a51ee442c5b0276_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/aa1806d15dab8c388a51ee442c5b0276_0.png,PUBLIC_REAL_PHOTOS,486ca54fba5ac733a5966ef8d4ee7e627469e4ec03017f33bcdef2c4c28ebe21,1,2
wound_azh_patches_aa2be8b1f0298f2adde2f6240f59ed11_0,test,azh:aa2be8b1f0298f2adde2f6240f59ed11,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_aa2be8b1f0298f2adde2f6240f59ed11_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_aa2be8b1f0298f2adde2f6240f59ed11_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/aa2be8b1f0298f2adde2f6240f59ed11_0.png,PUBLIC_REAL_PHOTOS,4ca24895cae306d93dbd92b2bcb7bd45312fb6ca28cd75aa655c5d63b7af9381,1,2
wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_0,val,azh:aaa40b662539b1d93d0751dd53734ca0,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/aaa40b662539b1d93d0751dd53734ca0_0.png,PUBLIC_REAL_PHOTOS,27112909ab8a1f115be77ed77cb6aca1f39820b13c2a5ac9df34e32236893db1,1,2
wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_1,val,azh:aaa40b662539b1d93d0751dd53734ca0,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_aaa40b662539b1d93d0751dd53734ca0_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/aaa40b662539b1d93d0751dd53734ca0_1.png,PUBLIC_REAL_PHOTOS,cf8ba0db0277103114cefc17d1e5d412f05b71ffe8839182f5e98aac02ee6a60,1,2
wound_azh_patches_aabd02ea55316fcfb863028ad210c3d4_0,val,azh:aabd02ea55316fcfb863028ad210c3d4,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_aabd02ea55316fcfb863028ad210c3d4_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_aabd02ea55316fcfb863028ad210c3d4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/aabd02ea55316fcfb863028ad210c3d4_0.png,PUBLIC_REAL_PHOTOS,19b4ec29dcaf92b447303a5356647c71e03eb31678ee75bfe19080f41bcc3d31,1,2
wound_azh_patches_aafb2fc42b97b1d9c4908400fb4e4fff_0,train,azh:aafb2fc42b97b1d9c4908400fb4e4fff,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_aafb2fc42b97b1d9c4908400fb4e4fff_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_aafb2fc42b97b1d9c4908400fb4e4fff_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/aafb2fc42b97b1d9c4908400fb4e4fff_0.png,PUBLIC_REAL_PHOTOS,0ac68c5922e866e2b07a88d3da664edc78a57a5dcbe81857940a11ca97887725,1,2
wound_azh_patches_ab023a8ca6aa2bee24280d3ac25c0082_0,train,azh:ab023a8ca6aa2bee24280d3ac25c0082,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_ab023a8ca6aa2bee24280d3ac25c0082_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_ab023a8ca6aa2bee24280d3ac25c0082_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab023a8ca6aa2bee24280d3ac25c0082_0.png,PUBLIC_REAL_PHOTOS,326858e7cf33575348d8520412daccd867e9ac08e2133b6ca2c8041b55b2fd51,1,2
wound_azh_patches_ab1e0c75309140acba9807344adba846_0,train,azh:ab1e0c75309140acba9807344adba846,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_ab1e0c75309140acba9807344adba846_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_ab1e0c75309140acba9807344adba846_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab1e0c75309140acba9807344adba846_0.png,PUBLIC_REAL_PHOTOS,e5ae2d1288a9a7e3bbde730806c0f32560008ee1794e097289cce4f8e7ded5ea,1,2
wound_azh_patches_ab1e0c75309140acba9807344adba846_1,train,azh:ab1e0c75309140acba9807344adba846,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_ab1e0c75309140acba9807344adba846_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_ab1e0c75309140acba9807344adba846_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab1e0c75309140acba9807344adba846_1.png,PUBLIC_REAL_PHOTOS,759b9185fa493442d44de90aa39c24b900b6da7b1c17c33b6978d8ac07f2bcc7,1,2
wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_0,val,azh:ab78761c202d21872f1d9b3e3d0c2e5f,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab78761c202d21872f1d9b3e3d0c2e5f_0.png,PUBLIC_REAL_PHOTOS,7a8b5d7abd68840a32af460b33e99dc9321b1ca8ff794db4c045ae059984f6b3,1,2
wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_1,val,azh:ab78761c202d21872f1d9b3e3d0c2e5f,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab78761c202d21872f1d9b3e3d0c2e5f_1.png,PUBLIC_REAL_PHOTOS,be7d7a43488c2d1765535ce2ad39ff8954f0c8554227cca053048d3353676d72,1,2
wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_2,val,azh:ab78761c202d21872f1d9b3e3d0c2e5f,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_2.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_ab78761c202d21872f1d9b3e3d0c2e5f_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab78761c202d21872f1d9b3e3d0c2e5f_2.png,PUBLIC_REAL_PHOTOS,f30883ed5b4b6bb9e660e44d8c90642c141a0b15f987bae0fb9f8695914f190d,1,2
wound_azh_patches_ab8ec72fb9269f306230748c1133c4cb_0,train,azh:ab8ec72fb9269f306230748c1133c4cb,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_ab8ec72fb9269f306230748c1133c4cb_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_ab8ec72fb9269f306230748c1133c4cb_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ab8ec72fb9269f306230748c1133c4cb_0.png,PUBLIC_REAL_PHOTOS,5992b7ba4f8f6c0373d6c651f3d0e5b65004c66c955cf49568a37823cbb7cab0,1,2
wound_azh_patches_abc37f40f84631b2ee9ad858646c44f8_0,train,azh:abc37f40f84631b2ee9ad858646c44f8,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_abc37f40f84631b2ee9ad858646c44f8_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_abc37f40f84631b2ee9ad858646c44f8_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/abc37f40f84631b2ee9ad858646c44f8_0.png,PUBLIC_REAL_PHOTOS,2096bd829ec0ed31cd1602fbdad69cf6a4fbeedd9e3d38645dba296812cd4add,1,2
wound_azh_patches_ac64a434113a49ea5d21725df9fe0ae4_1,val,azh:ac64a434113a49ea5d21725df9fe0ae4,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_ac64a434113a49ea5d21725df9fe0ae4_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_ac64a434113a49ea5d21725df9fe0ae4_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/ac64a434113a49ea5d21725df9fe0ae4_1.png,PUBLIC_REAL_PHOTOS,4af438e8e10b9a146a53c6152c5497692ee75528e4c1c52239fa897839e603ef,1,2
wound_azh_patches_ac7e55f1332c4e37bcefe76f1c4e79e4_0,train,azh:ac7e55f1332c4e37bcefe76f1c4e79e4,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_ac7e55f1332c4e37bcefe76f1c4e79e4_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_ac7e55f1332c4e37bcefe76f1c4e79e4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ac7e55f1332c4e37bcefe76f1c4e79e4_0.png,PUBLIC_REAL_PHOTOS,995ec32471cb1f84bb9bd912616f4fff6e4620a8b45f6c01624e90b45cdcf152,1,2
wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_0,test,azh:ad4fc0de526874b20f4456b30f4c304e,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/ad4fc0de526874b20f4456b30f4c304e_0.png,PUBLIC_REAL_PHOTOS,5af12af41253c42ef0be7fb578e2db282fe557ebadcfa4c796bc04e0052615db,1,2
wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_1,test,azh:ad4fc0de526874b20f4456b30f4c304e,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_ad4fc0de526874b20f4456b30f4c304e_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/ad4fc0de526874b20f4456b30f4c304e_1.png,PUBLIC_REAL_PHOTOS,915792662c289ba6bb9b4797e220a8934720c142868518b1af75d776a1e1df54,1,2
wound_azh_patches_adbe5116dde0ef7cdb8d267811139b28_0,train,azh:adbe5116dde0ef7cdb8d267811139b28,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_adbe5116dde0ef7cdb8d267811139b28_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_adbe5116dde0ef7cdb8d267811139b28_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/adbe5116dde0ef7cdb8d267811139b28_0.png,PUBLIC_REAL_PHOTOS,11d6b07ab8efd7132d6a54f5ecf06621d50e263899c07d9aaf7520f3bde4a2c8,1,2
wound_azh_patches_af441bd26a6be0b538627adca753f596_0,train,azh:af441bd26a6be0b538627adca753f596,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_af441bd26a6be0b538627adca753f596_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_af441bd26a6be0b538627adca753f596_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/af441bd26a6be0b538627adca753f596_0.png,PUBLIC_REAL_PHOTOS,93e1ceac0cdfeeb9cdd3231aea3f4468c9ccf5d31e141ca31fbf635f885d174c,1,2
wound_azh_patches_b030bfce7ff93157dde23dbdd02881c6_0,train,azh:b030bfce7ff93157dde23dbdd02881c6,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b030bfce7ff93157dde23dbdd02881c6_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b030bfce7ff93157dde23dbdd02881c6_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b030bfce7ff93157dde23dbdd02881c6_0.png,PUBLIC_REAL_PHOTOS,2534e80fa56d2a34403873bba6dfb8f7a24dae8a05f5976f33d6b4d735d26396,1,2
wound_azh_patches_b05a50f8b5ed7825dbbed846cea7b6bd_0,train,azh:b05a50f8b5ed7825dbbed846cea7b6bd,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b05a50f8b5ed7825dbbed846cea7b6bd_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b05a50f8b5ed7825dbbed846cea7b6bd_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b05a50f8b5ed7825dbbed846cea7b6bd_0.png,PUBLIC_REAL_PHOTOS,940212c47495ba06482098673b2741ded37dc8c796d9293917b13ad223762f19,1,2
wound_azh_patches_b08c34d9e82b6af851bbbac6461870ff_0,test,azh:b08c34d9e82b6af851bbbac6461870ff,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_b08c34d9e82b6af851bbbac6461870ff_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_b08c34d9e82b6af851bbbac6461870ff_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b08c34d9e82b6af851bbbac6461870ff_0.png,PUBLIC_REAL_PHOTOS,b1b289844dfb8c4c1582213ed965c16834c927d0b6aa72ff1ae771bda275d27b,1,2
wound_azh_patches_b3d73335fc2872a6959f39e2b6234cb6_0,train,azh:b3d73335fc2872a6959f39e2b6234cb6,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b3d73335fc2872a6959f39e2b6234cb6_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b3d73335fc2872a6959f39e2b6234cb6_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b3d73335fc2872a6959f39e2b6234cb6_0.png,PUBLIC_REAL_PHOTOS,68b8e927b50fc55b8880856240612d76233bd9a35e4f2eb77f687007e9dac326,1,2
wound_azh_patches_b3f8f409a7b4e9f3956fbee5d4c3a0cc_0,train,azh:b3f8f409a7b4e9f3956fbee5d4c3a0cc,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b3f8f409a7b4e9f3956fbee5d4c3a0cc_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b3f8f409a7b4e9f3956fbee5d4c3a0cc_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b3f8f409a7b4e9f3956fbee5d4c3a0cc_0.png,PUBLIC_REAL_PHOTOS,61d0474ddda5b7b7e00c3469376e063d2850fdb1ddabd0739ce4d5c329373d39,1,2
wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_0,train,azh:b40bb91be02f2b7c20e0046b450e7276,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b40bb91be02f2b7c20e0046b450e7276_0.png,PUBLIC_REAL_PHOTOS,60b54814d5b966571a773aab635fd1207dbe4404b7755645a356b341f9ffae5d,1,2
wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_1,train,azh:b40bb91be02f2b7c20e0046b450e7276,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_b40bb91be02f2b7c20e0046b450e7276_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/b40bb91be02f2b7c20e0046b450e7276_1.png,PUBLIC_REAL_PHOTOS,1bb139417ba6dfbb86b6611a31edd11ffc2dd60ca50632ad6474112d1ce2860e,1,2
wound_azh_patches_b40fb736fd34d0572057ca86c54ed990_0,test,azh:b40fb736fd34d0572057ca86c54ed990,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_b40fb736fd34d0572057ca86c54ed990_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_b40fb736fd34d0572057ca86c54ed990_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b40fb736fd34d0572057ca86c54ed990_0.png,PUBLIC_REAL_PHOTOS,27b90dc89a721ea3a3a88db3f390a29c483e205c2c5b828897a3268bc6e36472,1,2
wound_azh_patches_b415e441ce93a4166a09c03134203852_0,val,azh:b415e441ce93a4166a09c03134203852,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_b415e441ce93a4166a09c03134203852_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_b415e441ce93a4166a09c03134203852_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/b415e441ce93a4166a09c03134203852_0.png,PUBLIC_REAL_PHOTOS,1f049e912f71d6794f8ab20be084fa28a7315440ff5cb8a7786470e25fe1462c,1,2
